200, 262, 262, 263, 264, 263, 263, 263, 263, 269, 263, 267, 263, 263, 263, 263, 264, 263, 268, 263, 262, 262, 262, 261, 266, 262, 262, 403, 267, 263, 262, 261, 262, 262, 262, 261, 261, 269, 262, 261, 261, 269, 263, 262, 261, 261, 262, 261, 268, 262, 260, 265.9
700, 298, 300, 303, 299, 299, 299, 303, 300, 299, 299, 298, 298, 298, 306, 299, 298, 297, 305, 298, 304, 296, 298, 298, 298, 297, 308, 298, 297, 491, 304, 301, 302, 298, 299, 298, 298, 299, 299, 296, 297, 296, 298, 297, 297, 297, 301, 299, 298, 300, 307, 303.24
1200, 341, 341, 336, 335, 334, 335, 336, 335, 336, 336, 335, 341, 336, 336, 337, 336, 336, 336, 345, 336, 335, 337, 335, 340, 335, 341, 336, 337, 338, 337, 340, 336, 342, 337, 336, 339, 336, 341, 337, 346, 339, 339, 342, 338, 336, 337, 340, 340, 347, 336, 337.88
1700, 368, 370, 371, 366, 368, 365, 367, 372, 365, 366, 366, 370, 366, 641, 368, 375, 379, 367, 366, 366, 371, 365, 365, 370, 364, 364, 366, 364, 365, 366, 365, 365, 378, 371, 365, 369, 364, 365, 365, 366, 370, 366, 365, 364, 366, 375, 364, 369, 368, 364, 372.92
