50000, 14442, 553, 539, 439, 430, 458, 368, 521, 423, 400, 1857.3
100000, 717, 445, 357, 322, 392, 426, 360, 482, 421, 375, 429.7
500000, 8466, 613, 412, 362, 392, 782, 513, 731, 527, 726, 1352.4
1000000, 1011, 484, 871, 738, 710, 666, 769, 770, 651, 728, 739.8
